Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Indianapolis,Weekly,"2020-01-12 00:00:00",Organic,1.130000000,11253.50,249.23,1188.12,0.00,9816.15,5430.87,4385.28,0.00
Jacksonville,Weekly,"2020-01-12 00:00:00",Organic,1.200000000,3146.34,64.78,175.45,0.00,2906.11,2891.11,15.00,0.00
"Las Vegas",Weekly,"2020-01-12 00:00:00",Organic,1.360000000,12324.71,1319.86,470.01,0.00,10534.84,9141.19,1393.65,0.00
"Los Angeles",Weekly,"2020-01-12 00:00:00",Organic,1.780000000,151586.44,15641.55,1962.30,0.00,133982.59,98496.80,35485.79,0.00
Louisville,Weekly,"2020-01-12 00:00:00",Organic,1.050000000,8423.95,0.00,968.70,0.00,7455.25,4102.97,3352.28,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-01-12 00:00:00",Organic,1.180000000,11472.65,520.85,2.91,0.00,10948.89,10948.89,0.00,0.00
Midsouth,Weekly,"2020-01-12 00:00:00",Organic,1.340000000,219745.34,1021.41,29845.14,291.67,188587.12,138326.69,50260.43,0.00
Nashville,Weekly,"2020-01-12 00:00:00",Organic,1.220000000,18870.64,34.51,1826.84,0.00,17009.29,7822.15,9187.14,0.00
"New Orleans/Mobile",Weekly,"2020-01-12 00:00:00",Organic,1.280000000,3692.22,69.79,0.00,0.00,3622.43,3622.43,0.00,0.00
"New York",Weekly,"2020-01-12 00:00:00",Organic,1.590000000,93522.32,25244.34,13958.89,484.33,53834.76,49162.11,4672.65,0.00
Northeast,Weekly,"2020-01-12 00:00:00",Organic,1.460000000,272979.89,35520.83,33468.94,420.63,203569.49,156331.54,47237.95,0.00
"Northern New England",Weekly,"2020-01-12 00:00:00",Organic,1.500000000,27335.89,97.73,615.73,0.00,26622.43,13358.72,13263.71,0.00
Orlando,Weekly,"2020-01-12 00:00:00",Organic,1.130000000,9914.56,124.56,0.00,0.00,9790.00,9790.00,0.00,0.00
Philadelphia,Weekly,"2020-01-12 00:00:00",Organic,1.370000000,32591.73,2807.76,4687.02,0.00,25096.95,21855.05,3241.90,0.00
Phoenix/Tucson,Weekly,"2020-01-12 00:00:00",Organic,1.390000000,22069.14,2243.67,1255.16,0.00,18570.31,16459.82,2110.49,0.00
Pittsburgh,Weekly,"2020-01-12 00:00:00",Organic,1.190000000,14351.94,1757.76,8.22,0.00,12585.96,12585.96,0.00,0.00
Plains,Weekly,"2020-01-12 00:00:00",Organic,1.290000000,61166.56,4851.98,5445.32,12.95,50856.31,42508.35,8347.96,0.00
Portland,Weekly,"2020-01-12 00:00:00",Organic,1.590000000,40775.29,196.94,7128.18,0.00,33450.17,13024.79,20352.54,72.84
Raleigh/Greensboro,Weekly,"2020-01-12 00:00:00",Organic,2.080000000,14694.23,206.66,3682.27,94.82,10710.48,8726.24,1984.24,0.00
Richmond/Norfolk,Weekly,"2020-01-12 00:00:00",Organic,1.210000000,20628.64,41.00,2239.67,9.25,18338.72,14336.84,4001.88,0.00
Roanoke,Weekly,"2020-01-12 00:00:00",Organic,1.050000000,16050.51,33.80,1789.98,0.00,14226.73,7990.62,6236.11,0.00
Sacramento,Weekly,"2020-01-12 00:00:00",Organic,1.730000000,14862.41,1978.13,2523.62,0.00,10360.66,10354.41,6.25,0.00
"San Diego",Weekly,"2020-01-12 00:00:00",Organic,1.800000000,34982.33,1139.06,1023.82,0.00,32819.45,18255.88,14563.57,0.00
"San Francisco",Weekly,"2020-01-12 00:00:00",Organic,2.030000000,52045.62,5607.84,5382.79,0.00,41054.99,40969.59,85.40,0.00
Seattle,Weekly,"2020-01-12 00:00:00",Organic,1.810000000,41949.49,235.35,7606.24,4.01,34103.89,14382.52,19721.37,0.00
"South Carolina",Weekly,"2020-01-12 00:00:00",Organic,1.510000000,18172.64,246.69,3480.47,52.07,14393.41,10765.49,3627.92,0.00
"South Central",Weekly,"2020-01-12 00:00:00",Organic,1.350000000,152589.59,17136.21,2151.70,3055.56,130246.12,96344.60,33901.52,0.00
Southeast,Weekly,"2020-01-12 00:00:00",Organic,1.240000000,144286.90,1791.42,13031.03,55.62,129408.83,98627.86,30780.97,0.00
Spokane,Weekly,"2020-01-12 00:00:00",Organic,1.370000000,4438.60,55.30,1008.13,0.00,3375.17,1810.76,1564.41,0.00
"St. Louis",Weekly,"2020-01-12 00:00:00",Organic,1.950000000,8091.67,1095.71,2084.13,0.00,4911.83,2833.33,2078.50,0.00
Syracuse,Weekly,"2020-01-12 00:00:00",Organic,1.200000000,4401.25,168.26,93.78,0.00,4139.21,954.87,3184.34,0.00
Tampa,Weekly,"2020-01-12 00:00:00",Organic,1.150000000,10241.99,214.22,0.00,0.00,10027.77,10027.77,0.00,0.00
"Total U.S.",Weekly,"2020-01-12 00:00:00",Organic,1.410000000,1960946.80,152181.51,164251.09,4714.51,1639770.67,1282533.77,357168.72,68.18
West,Weekly,"2020-01-12 00:00:00",Organic,1.260000000,493633.15,55368.84,28441.01,831.82,408991.48,348174.48,60748.82,68.18
"West Tex/New Mexico",Weekly,"2020-01-12 00:00:00",Organic,1.340000000,24120.90,1187.01,617.72,2043.99,20272.18,18689.79,1582.39,0.00
Albany,Weekly,"2020-01-19 00:00:00","Conventional ",1.030000000,158753.71,5475.80,127139.63,319.44,25818.84,10230.82,14368.02,1220.00
Atlanta,Weekly,"2020-01-19 00:00:00","Conventional ",0.880000000,824648.09,381041.13,34983.18,3683.86,404939.92,351862.68,52910.96,166.28
Baltimore/Washington,Weekly,"2020-01-19 00:00:00","Conventional ",1.230000000,1077672.01,120998.35,443795.34,4901.79,507976.53,350912.36,156830.84,233.33
Boise,Weekly,"2020-01-19 00:00:00","Conventional ",0.920000000,148024.21,49737.45,5048.91,1146.98,92090.87,55834.87,25556.53,10699.47
Boston,Weekly,"2020-01-19 00:00:00","Conventional ",1.230000000,804999.29,17036.72,478246.46,2442.27,307273.84,153783.71,153160.13,330.00
Buffalo/Rochester,Weekly,"2020-01-19 00:00:00","Conventional ",1.010000000,222502.62,10395.37,74571.41,270.23,137265.61,64728.51,70180.44,2356.66
California,Weekly,"2020-01-19 00:00:00","Conventional ",1.050000000,7351356.83,1908457.08,1130507.83,194792.64,4117599.28,1546783.47,2188705.92,382109.89
Charlotte,Weekly,"2020-01-19 00:00:00","Conventional ",0.950000000,399349.37,123956.22,51839.61,2271.02,221282.52,182676.65,38332.54,273.33
Chicago,Weekly,"2020-01-19 00:00:00","Conventional ",1.210000000,777961.96,75278.34,357668.42,38029.40,306985.80,128932.03,177884.40,169.37
Cincinnati/Dayton,Weekly,"2020-01-19 00:00:00","Conventional ",0.710000000,381314.44,86382.49,41325.15,10226.89,243379.91,226208.45,14963.15,2208.31
Columbus,Weekly,"2020-01-19 00:00:00","Conventional ",0.700000000,281703.84,80080.91,35878.65,2641.76,163102.52,136007.37,26066.03,1029.12
"Dallas/Ft. Worth",Weekly,"2020-01-19 00:00:00","Conventional ",0.660000000,1685126.21,721313.89,166249.78,11677.52,785885.02,509585.07,275651.18,648.77
Denver,Weekly,"2020-01-19 00:00:00","Conventional ",0.840000000,1129506.04,202819.36,165783.99,3077.37,757825.32,243454.01,502996.55,11374.76
Detroit,Weekly,"2020-01-19 00:00:00","Conventional ",0.860000000,622423.15,122634.89,72828.44,114357.99,312601.83,249611.28,49631.53,13359.02
"Grand Rapids",Weekly,"2020-01-19 00:00:00","Conventional ",1.140000000,247192.60,4615.63,84297.77,104035.36,54243.84,26839.12,5649.69,21755.03
"Great Lakes",Weekly,"2020-01-19 00:00:00","Conventional ",0.910000000,4936833.20,904418.57,1159011.14,493120.76,2380282.73,1680235.90,623997.36,76049.47
Harrisburg/Scranton,Weekly,"2020-01-19 00:00:00","Conventional ",1.010000000,386397.87,75036.54,177894.77,963.35,132503.21,110748.25,17301.62,4453.34
Hartford/Springfield,Weekly,"2020-01-19 00:00:00","Conventional ",1.390000000,357087.88,8394.92,272171.62,1143.16,75378.18,58441.96,15052.88,1883.34
Houston,Weekly,"2020-01-19 00:00:00","Conventional ",0.680000000,1474122.53,514989.56,207755.96,1161.25,750215.76,542119.44,195876.12,12220.20
Indianapolis,Weekly,"2020-01-19 00:00:00","Conventional ",0.740000000,331424.49,83627.42,67946.38,5553.27,174297.42,162388.61,11644.11,264.70
Jacksonville,Weekly,"2020-01-19 00:00:00","Conventional ",0.900000000,303720.63,134659.53,10924.29,1171.82,156964.99,47738.92,109222.74,3.33
"Las Vegas",Weekly,"2020-01-19 00:00:00","Conventional ",0.730000000,527011.95,73866.77,152454.98,804.54,299885.66,97451.41,202399.35,34.90
"Los Angeles",Weekly,"2020-01-19 00:00:00","Conventional ",0.940000000,3550567.39,912777.00,94768.97,144701.60,2398319.82,925745.22,1155547.03,317027.57
Louisville,Weekly,"2020-01-19 00:00:00","Conventional ",0.820000000,164601.85,42205.51,20208.21,288.32,101899.81,81295.70,20588.56,15.55
"Miami/Ft. Lauderdale",Weekly,"2020-01-19 00:00:00","Conventional ",0.920000000,1257729.06,514169.79,37948.22,5544.74,700066.31,145738.94,552614.04,1713.33
Midsouth,Weekly,"2020-01-19 00:00:00","Conventional ",0.980000000,4587929.47,1242617.68,916600.43,18909.85,2409801.51,1839442.77,562314.10,8044.64
Nashville,Weekly,"2020-01-19 00:00:00","Conventional ",0.790000000,345846.03,134780.11,7188.10,309.71,203568.11,179792.47,23234.74,540.90
"New Orleans/Mobile",Weekly,"2020-01-19 00:00:00","Conventional ",0.870000000,386974.51,191942.06,19973.68,459.41,174599.36,114261.98,50940.71,9396.67
"New York",Weekly,"2020-01-19 00:00:00","Conventional ",1.360000000,1843608.50,38949.36,1079112.25,17398.89,706692.44,593579.12,106528.88,6584.44
Northeast,Weekly,"2020-01-19 00:00:00","Conventional ",1.180000000,5975029.33,312992.32,3515327.71,26873.58,2118380.16,1447259.14,640531.02,30590.00
"Northern New England",Weekly,"2020-01-19 00:00:00","Conventional ",0.920000000,839194.81,12697.77,683656.47,430.47,142410.10,33420.70,108179.40,810.00
Orlando,Weekly,"2020-01-19 00:00:00","Conventional ",0.880000000,714427.97,295778.56,18589.58,5894.80,394165.03,159019.90,231655.13,3490.00
Philadelphia,Weekly,"2020-01-19 00:00:00","Conventional ",1.160000000,591127.21,24657.77,301450.99,2426.88,262591.57,225781.30,30874.72,5935.55
Phoenix/Tucson,Weekly,"2020-01-19 00:00:00","Conventional ",0.660000000,1671959.19,422653.40,421551.91,3866.54,823887.34,254012.13,569798.21,77.00
Pittsburgh,Weekly,"2020-01-19 00:00:00","Conventional ",0.970000000,162854.91,64478.01,10568.71,465.69,87342.50,55742.59,31596.58,3.33
Plains,Weekly,"2020-01-19 00:00:00","Conventional ",1.000000000,2312838.51,856531.78,620491.56,26808.65,809006.52,593633.40,169168.76,46204.36
Portland,Weekly,"2020-01-19 00:00:00","Conventional ",0.940000000,816554.00,71045.54,114593.41,3695.22,627219.83,374509.98,233140.45,19569.40
Raleigh/Greensboro,Weekly,"2020-01-19 00:00:00","Conventional ",0.950000000,482966.65,153919.05,59788.23,4956.27,264303.10,194915.14,69374.63,13.33
Richmond/Norfolk,Weekly,"2020-01-19 00:00:00","Conventional ",0.880000000,376193.89,107816.99,68807.30,1255.81,198313.79,151857.57,46159.94,296.28
Roanoke,Weekly,"2020-01-19 00:00:00","Conventional ",0.850000000,218368.11,71146.87,25639.78,20.86,121560.60,84105.88,37251.39,203.33
Sacramento,Weekly,"2020-01-19 00:00:00","Conventional ",1.180000000,562968.36,158091.61,263273.45,4856.45,136746.85,75383.49,54064.73,7298.63
"San Diego",Weekly,"2020-01-19 00:00:00","Conventional ",0.810000000,724159.97,100446.42,46673.45,12355.76,564684.34,169401.60,392659.45,2623.29
"San Francisco",Weekly,"2020-01-19 00:00:00","Conventional ",1.500000000,887496.47,234478.13,297295.17,8429.31,347293.86,124746.65,211490.73,11056.48
Seattle,Weekly,"2020-01-19 00:00:00","Conventional ",1.140000000,692560.66,76662.18,89966.85,1568.13,524363.50,301806.86,222138.76,417.88
"South Carolina",Weekly,"2020-01-19 00:00:00","Conventional ",0.930000000,567618.45,232085.61,44554.61,1669.07,289309.16,206891.28,81906.64,511.24
"South Central",Weekly,"2020-01-19 00:00:00","Conventional ",0.710000000,7842400.44,3150293.39,940332.89,114453.82,3637320.34,2424268.35,1118513.15,94538.84
Southeast,Weekly,"2020-01-19 00:00:00","Conventional ",0.890000000,6618860.55,2869057.07,250687.67,27320.35,3471795.46,1624405.70,1822633.73,24756.03
Spokane,Weekly,"2020-01-19 00:00:00","Conventional ",0.960000000,120472.58,18065.10,12686.28,87.14,89634.06,57008.38,32566.23,59.45
"St. Louis",Weekly,"2020-01-19 00:00:00","Conventional ",1.170000000,191237.93,83907.77,10628.57,830.55,95871.04,83427.42,6680.39,5763.23
Syracuse,Weekly,"2020-01-19 00:00:00","Conventional ",1.030000000,112245.09,3956.36,53402.15,125.00,54761.58,22242.92,31043.11,1475.55
Tampa,Weekly,"2020-01-19 00:00:00","Conventional ",0.870000000,793065.51,312527.84,21433.87,3596.41,455507.39,131903.20,316977.53,6626.66
"Total U.S.",Weekly,"2020-01-19 00:00:00","Conventional ",0.930000000,48534972.05,13102979.33,10072454.62,949386.10,24408696.44,13606025.69,10056820.22,745850.53
West,Weekly,"2020-01-19 00:00:00","Conventional ",0.840000000,8909723.64,1858611.44,1539495.38,47106.46,5464510.36,2449996.84,2930956.20,83557.32
"West Tex/New Mexico",Weekly,"2020-01-19 00:00:00","Conventional ",0.790000000,1047282.64,377986.92,107342.01,62648.36,499305.35,256715.20,241676.60,913.55
Albany,Weekly,"2020-01-19 00:00:00",Organic,1.510000000,2558.84,422.70,230.23,0.00,1905.91,889.44,1016.47,0.00
Atlanta,Weekly,"2020-01-19 00:00:00",Organic,1.170000000,33132.53,88.24,4575.57,0.00,28468.72,14435.25,14033.47,0.00
Baltimore/Washington,Weekly,"2020-01-19 00:00:00",Organic,1.120000000,54481.45,422.62,4339.01,15.89,49703.93,49222.29,481.64,0.00
Boise,Weekly,"2020-01-19 00:00:00",Organic,1.480000000,3442.53,0.00,475.22,0.00,2967.31,961.44,2002.88,2.99
Boston,Weekly,"2020-01-19 00:00:00",Organic,1.750000000,24722.07,105.20,1574.12,0.00,23042.75,17754.72,5288.03,0.00
Buffalo/Rochester,Weekly,"2020-01-19 00:00:00",Organic,1.240000000,11212.74,450.39,154.48,0.00,10607.87,2266.55,8341.32,0.00
California,Weekly,"2020-01-19 00:00:00",Organic,1.840000000,320402.89,27195.67,15838.31,1.61,277367.30,221205.50,56161.80,0.00
Charlotte,Weekly,"2020-01-19 00:00:00",Organic,1.600000000,14710.80,128.78,3690.57,59.34,10832.11,4325.76,6506.35,0.00
Chicago,Weekly,"2020-01-19 00:00:00",Organic,1.510000000,68483.87,1157.38,8004.70,0.00,59302.48,58845.79,456.69,0.00
Cincinnati/Dayton,Weekly,"2020-01-19 00:00:00",Organic,1.090000000,35235.94,113.40,2681.76,0.00,32440.78,19056.77,13384.01,0.00
Columbus,Weekly,"2020-01-19 00:00:00",Organic,0.960000000,17676.94,655.34,1362.19,0.00,15659.41,11806.52,3852.89,0.00
"Dallas/Ft. Worth",Weekly,"2020-01-19 00:00:00",Organic,1.270000000,37051.88,3837.75,64.37,353.87,32795.89,20772.56,12023.33,0.00
Denver,Weekly,"2020-01-19 00:00:00",Organic,0.940000000,184687.76,33617.38,2664.95,0.00,148405.43,147640.43,765.00,0.00
Detroit,Weekly,"2020-01-19 00:00:00",Organic,0.980000000,37159.25,768.78,2462.57,0.00,33927.90,25492.45,8435.45,0.00
"Grand Rapids",Weekly,"2020-01-19 00:00:00",Organic,1.260000000,6001.24,2.00,992.33,0.00,5006.91,4914.64,92.27,0.00
"Great Lakes",Weekly,"2020-01-19 00:00:00",Organic,1.180000000,280264.36,8031.67,23300.86,78.76,248798.30,203024.91,45773.39,0.00
Harrisburg/Scranton,Weekly,"2020-01-19 00:00:00",Organic,0.920000000,24327.57,1043.36,426.44,0.00,22857.77,22843.31,14.46,0.00
Hartford/Springfield,Weekly,"2020-01-19 00:00:00",Organic,1.820000000,16669.09,1848.86,9995.81,0.00,4824.42,4522.13,302.29,0.00
Houston,Weekly,"2020-01-19 00:00:00",Organic,1.530000000,13752.43,2395.67,27.05,0.00,11329.71,11329.71,0.00,0.00
Indianapolis,Weekly,"2020-01-19 00:00:00",Organic,1.080000000,13658.65,260.83,1083.83,0.00,12313.99,8264.51,4049.48,0.00
Jacksonville,Weekly,"2020-01-19 00:00:00",Organic,1.200000000,3394.66,46.63,179.88,0.00,3168.15,3141.10,27.05,0.00
"Las Vegas",Weekly,"2020-01-19 00:00:00",Organic,1.340000000,13413.17,1589.90,875.54,0.00,10947.73,10836.94,110.79,0.00
"Los Angeles",Weekly,"2020-01-19 00:00:00",Organic,1.800000000,149635.06,12823.78,1999.56,1.62,134810.10,100415.81,34394.29,0.00
Louisville,Weekly,"2020-01-19 00:00:00",Organic,1.120000000,4461.15,0.00,755.47,0.00,3705.68,2069.42,1636.26,0.00
"Miami/Ft. Lauderdale",Weekly,"2020-01-19 00:00:00",Organic,1.180000000,10393.73,447.49,2.91,0.00,9943.33,9943.33,0.00,0.00
Midsouth,Weekly,"2020-01-19 00:00:00",Organic,1.370000000,199667.06,2811.93,28829.12,477.68,167548.33,128948.07,38600.26,0.00
Nashville,Weekly,"2020-01-19 00:00:00",Organic,1.260000000,11348.07,47.44,1226.89,0.00,10073.74,5401.94,4671.80,0.00
"New Orleans/Mobile",Weekly,"2020-01-19 00:00:00",Organic,1.260000000,3546.16,139.31,0.00,0.00,3406.85,3406.85,0.00,0.00
"New York",Weekly,"2020-01-19 00:00:00",Organic,1.390000000,137227.21,43278.39,23416.67,21.64,70510.51,65687.56,4822.95,0.00
Northeast,Weekly,"2020-01-19 00:00:00",Organic,1.360000000,343827.37,66207.43,51242.33,18.86,226358.75,184101.36,42257.39,0.00
"Northern New England",Weekly,"2020-01-19 00:00:00",Organic,1.570000000,22326.48,74.46,577.16,0.00,21674.86,11156.10,10518.76,0.00
Orlando,Weekly,"2020-01-19 00:00:00",Organic,1.140000000,9255.20,175.20,0.00,0.00,9080.00,9080.00,0.00,0.00
Philadelphia,Weekly,"2020-01-19 00:00:00",Organic,1.230000000,43427.09,7616.38,6939.02,0.00,28871.69,26230.72,2640.97,0.00
Phoenix/Tucson,Weekly,"2020-01-19 00:00:00",Organic,1.370000000,24915.76,3075.30,2845.25,0.00,18995.21,18525.98,469.23,0.00
Pittsburgh,Weekly,"2020-01-19 00:00:00",Organic,1.100000000,17075.66,2240.14,9.86,0.00,14825.66,14825.66,0.00,0.00
Plains,Weekly,"2020-01-19 00:00:00",Organic,1.210000000,91341.04,31250.69,5250.24,25.84,54814.27,45428.57,9385.70,0.00
Portland,Weekly,"2020-01-19 00:00:00",Organic,1.580000000,38342.07,77.62,6213.02,0.00,32051.43,11184.21,20809.72,57.50
Raleigh/Greensboro,Weekly,"2020-01-19 00:00:00",Organic,1.970000000,15448.73,987.50,3642.60,238.70,10579.93,7688.21,2891.72,0.00
Richmond/Norfolk,Weekly,"2020-01-19 00:00:00",Organic,1.540000000,14071.60,29.19,1869.51,7.96,12164.94,9278.93,2886.01,0.00
Roanoke,Weekly,"2020-01-19 00:00:00",Organic,1.080000000,13672.93,9.72,1420.29,0.00,12242.92,8123.04,4119.88,0.00
Sacramento,Weekly,"2020-01-19 00:00:00",Organic,1.730000000,15450.98,1887.98,2295.86,0.00,11267.14,11264.00,3.14,0.00
"San Diego",Weekly,"2020-01-19 00:00:00",Organic,1.790000000,36225.12,1030.24,1039.07,0.00,34155.81,21476.89,12678.92,0.00
"San Francisco",Weekly,"2020-01-19 00:00:00",Organic,2.030000000,55185.39,6835.53,5017.46,0.00,43332.40,43303.85,28.55,0.00
Seattle,Weekly,"2020-01-19 00:00:00",Organic,1.490000000,85385.70,172.65,21678.37,11.95,63522.73,5032.28,58484.55,5.90
"South Carolina",Weekly,"2020-01-19 00:00:00",Organic,1.610000000,16881.66,580.55,3683.97,110.01,12507.13,8572.61,3934.52,0.00
"South Central",Weekly,"2020-01-19 00:00:00",Organic,1.330000000,137373.85,12363.23,1961.76,2658.09,120390.77,87529.96,32860.81,0.00
Southeast,Weekly,"2020-01-19 00:00:00",Organic,1.250000000,126013.19,1858.55,13049.16,117.08,110988.40,83199.26,27789.14,0.00
Spokane,Weekly,"2020-01-19 00:00:00",Organic,1.620000000,5156.77,25.52,867.68,0.00,4263.57,872.74,3390.83,0.00
"St. Louis",Weekly,"2020-01-19 00:00:00",Organic,1.300000000,25244.97,19209.95,1943.75,0.00,4091.27,1726.17,2365.10,0.00
Syracuse,Weekly,"2020-01-19 00:00:00",Organic,1.270000000,3650.33,80.19,52.43,0.00,3517.71,749.48,2768.23,0.00
Tampa,Weekly,"2020-01-19 00:00:00",Organic,1.150000000,8500.38,138.17,0.00,0.00,8362.21,8362.21,0.00,0.00
"Total U.S.",Weekly,"2020-01-19 00:00:00",Organic,1.350000000,2058102.35,211748.69,184267.17,4167.88,1657863.84,1298598.30,359200.35,65.19
West,Weekly,"2020-01-19 00:00:00",Organic,1.190000000,559212.70,62029.53,44795.39,789.95,451597.83,345160.78,106371.86,65.19
"West Tex/New Mexico",Weekly,"2020-01-19 00:00:00",Organic,1.320000000,26229.10,1382.18,644.90,1774.35,22427.67,21265.82,1161.85,0.00
Albany,Weekly,"2020-01-26 00:00:00","Conventional ",1.110000000,119807.77,4411.65,83404.51,272.00,31719.61,11175.72,18697.23,1846.66
Atlanta,Weekly,"2020-01-26 00:00:00","Conventional ",0.930000000,827996.78,388506.03,35682.99,2772.47,401035.29,331555.58,69328.18,151.53
Baltimore/Washington,Weekly,"2020-01-26 00:00:00","Conventional ",1.200000000,1123603.36,105729.94,454790.78,5323.04,557759.60,311589.05,246019.44,151.11
Boise,Weekly,"2020-01-26 00:00:00","Conventional ",1.050000000,122496.42,43258.55,5324.44,1227.73,72685.70,39893.16,21490.70,11301.84
Boston,Weekly,"2020-01-26 00:00:00","Conventional ",1.200000000,756344.44,14627.17,402936.03,2032.79,336748.45,140249.77,195772.01,726.67
Buffalo/Rochester,Weekly,"2020-01-26 00:00:00","Conventional ",0.970000000,223188.79,8963.54,67462.59,345.17,146417.49,62211.65,80948.06,3257.78
California,Weekly,"2020-01-26 00:00:00","Conventional ",1.230000000,6059624.68,1839168.44,751362.98,175012.01,3294081.25,1702774.56,1381892.67,209414.02
Charlotte,Weekly,"2020-01-26 00:00:00","Conventional ",1.110000000,331725.23,120108.28,54073.82,2772.01,154771.12,113095.06,41522.72,153.34
Chicago,Weekly,"2020-01-26 00:00:00","Conventional ",1.200000000,791837.62,100295.25,270822.13,34316.11,386404.13,239313.60,146922.93,167.60
Cincinnati/Dayton,Weekly,"2020-01-26 00:00:00","Conventional ",1.010000000,310883.68,66070.03,13145.45,8772.10,222896.10,184992.96,32981.39,4921.75
Columbus,Weekly,"2020-01-26 00:00:00","Conventional ",0.940000000,221323.90,56772.44,11600.46,2550.27,150400.73,104993.25,44495.88,911.60
"Dallas/Ft. Worth",Weekly,"2020-01-26 00:00:00","Conventional ",0.650000000,1728276.49,787118.76,145521.78,12066.52,783569.43,568751.54,214379.44,438.45
Denver,Weekly,"2020-01-26 00:00:00","Conventional ",0.960000000,1060946.24,208756.18,141652.53,3678.52,706859.01,221467.28,471526.40,13865.33
